2002010069 ,5
2002040066 ,5
2004000070 ,5
2004010067 ,5
2004020065 ,5
2006000071 ,5
2006010073 ,5
2006010074 ,5
2006020067 ,5
2006020068 ,5
2006030069 ,5
2006030070 ,5
2002020072 ,5
2004040072 ,5
2004030069 ,5
2002000070 ,5
2002000071 ,5
2002010070 ,5
2002020073 ,5
2002040067 ,5
2004000071 ,5
2004010068 ,5
2004040073 ,5
2004020066 ,5
2004030070 ,5
2006000072 ,5
2001020067 ,5
2001010067 ,5
2001010068 ,5
2002030058 ,5
2002030059 ,5
2001020068 ,5
2001030068 ,5
2001030069 ,5
2001000071 ,5
2001000072 ,5
2001040105 ,5
2001040106 ,5
2006040048 ,5
2006040049 ,5
2008000096 ,5
2008000097 ,5
2008010096 ,5
2008010097 ,5
2008030096 ,5
2008030097 ,5
2008040096 ,5
2008040097 ,5
2008020096 ,5
2008020097 ,5
2000200052 ,5
2000050060 ,5
2000100060 ,5
2000150052 ,5
2000250056 ,5
2000060061 ,5
2000110061 ,5
2000160054 ,5
2000210054 ,5
2000260058 ,5
2000080059 ,5
2000130059 ,5
2000180052 ,5
2000230052 ,5
2000280056 ,5
2000050061 ,5
2000100061 ,5
2000150053 ,5
2000200053 ,5
2000250057 ,5
2000070065 ,5
2000120065 ,5
2000170057 ,5
2000220057 ,5
2000270061 ,5
2000080060 ,5
2000130060 ,5
2000180053 ,5
2000230053 ,5
2000280057 ,5
2000070064 ,5
2000120064 ,5
2000170056 ,5
2000220056 ,5
2000270060 ,5
2000060062 ,5
2000110062 ,5
2000160055 ,5
2000210055 ,5
2000260059 ,5
2000090131 ,5
2000140132 ,5
2000190123 ,5
2000240124 ,5
2000290132 ,5
2000090132 ,5
2000140133 ,5
2000190124 ,5
2000240125 ,5
2000290133 ,5
2000300055 ,5
2000310053 ,5
2000320054 ,5
2000310054 ,5
2000320055 ,5
2000300056 ,5
2000110120 ,5
2000100128 ,5
2000070120 ,5
2000070121 ,5
2000050127 ,5
2000130117 ,5
2000060121 ,5
2000080117 ,5
2000050128 ,5
2000100129 ,5
2000300103 ,5
2000180110 ,5
2000250120 ,5
2000170110 ,5
2000250121 ,5
2000260118 ,5
2000260119 ,5
2000270116 ,5
2000280115 ,5
2000200115 ,5
2000250122 ,5
2000200116 ,5
2000300104 ,5
2000310098 ,5
2000200117 ,5
2000320102 ,5
2000300106 ,5
2000250123 ,5
2000170112 ,5
2000190125 ,5
2000290134 ,5
1900060000 ,5
1900110000 ,5
1900160000 ,5
1900210000 ,5
1900260000 ,5
1900200000 ,5
1900050000 ,5
1900100000 ,5
1900150000 ,5
1900250000 ,5
1900070000 ,5
1900120000 ,5
1900170000 ,5
1900220000 ,5
1900270000 ,5
1900080000 ,5
1900130000 ,5
1900180000 ,5
1900230000 ,5
1900280000 ,5
1900090000 ,5
1900140000 ,5
1900190000 ,5
1900240000 ,5
1900290000 ,5
1900300001 ,5
1900310000 ,5
1900320001 ,5
1900160001 ,5
1900090001 ,5
1900140001 ,5
1900240001 ,5
1900120001 ,5
1900170001 ,5
1900220001 ,5
1900150001 ,5
1900210001 ,5
1900230001 ,5
1900320002 ,5
1900320003 ,5
1900310001 ,5
1900300002 ,5
1900300003 ,5
1900300004 ,5
2013106045 ,5
=rare==2013100707 ,3
=rare==2013100710 ,1
=must==2013100709 ,300-700
=must==2013104267 ,300-700
=must==2013102100 ,400-900
=rare==2013102101 ,1
=sel==2013104408 ,100-300
=sel==2013104407 ,100-300
=sel==2013104406 ,100-300
=sel==2013104405 ,100-300
=sel==2013104221 ,100-300
=sel==2013104220 ,100-300
=sel==2013104219 ,100-300
=sel==2013104218 ,100-300
=sel==2013104217 ,100-300
=sel==2013104216 ,100-300
=sel==2013104215 ,100-300
=sel==2013104214 ,100-300
=sel==2013104213 ,100-300
=sel==2013104212 ,100-300
=sel==2013104211 ,100-300
=sel==2013104210 ,100-300
=sel==2013104209 ,100-300
=sel==2013104208 ,100-300
=sel==2013104207 ,100-300
=sel==2013104206 ,100-300
=sel==2013104205 ,100-300
=sel==2013104204 ,100-300
=sel==2013104203 ,100-300
=sel==2013104202 ,100-300
=sel==2013104201 ,100-300
=sel==2013104200 ,100-300
